Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,url
4,Confederación de la Democracia,PDC,"['Mario', 'Torres', 'Peralta']",11934,9.4,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Julio_Torres_Peralta
4,Confederación de la Democracia,PDC,"['Eduardo', 'Sepúlveda', 'Whittle']",13393,10.55,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Sepúlveda_Whittle
4,Unidad Popular,PR,"['Clemente', 'Fuentealba', 'Caamaño']",9555,7.52,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Clemente_Fuentealba_Caamaño
4,Unidad Popular,PS,"['Alejandro', 'Jiliberto', 'Zepeda']",11819,9.31,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Jiliberto_Zepeda
4,Unidad Popular,PC,"['Amanda', 'Altamirano', 'Guerrero']",22933,18.06,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Amanda_Elisa_Altamirano_Guerrero
4,Unidad Popular,API,"['Silvia', 'Victoria', 'Araya', 'González']",12142,9.56,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Silvia_Victoria_Araya_González
5,Confederación de la Democracia,PN,"['Jorge', 'Domingo', 'Godoy', 'Matte']",16538,23.14,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Domingo_Godoy_Matte
5,Confederación de la Democracia,PDC,"['Eduardo', 'Cerda', 'García']",16772,23.47,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Antonio_Cerda_García
5,Unidad Popular,PC,"['Raúl', 'Sánchez', 'Bañados']",17259,24.15,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Sánchez_Bañados
6,Confederación de la Democracia,PDC,"['Héctor', 'Castro', 'Castro']",16192,4.52,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Héctor_Castro_Castro
6,Confederación de la Democracia,PDC,"['Alfonso', 'Ansieta', 'Núñez']",25116,7.01,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Ansieta_Nuñez
6,Confederación de la Democracia,PDC,"['Gustavo', 'Cardemil', 'Alfaro']",20537,5.74,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Cardemil_Alfaro
6,Confederación de la Democracia,PN,"['Aníbal', 'Scarella', 'Calandroni']",26758,7.47,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aníbal_Juan_Esteban_Scarella_Calandroni
6,Confederación de la Democracia,PN,"['Gonzalo', 'Yuseff', 'Sotomayor']",24575,6.86,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Yuseff_Sotomayor
6,Confederación de la Democracia,PN,"['Eugenio', 'Ortúzar', 'Latapiat']",20037,5.6,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Ortúzar_Latapiat
6,Confederación de la Democracia,PN,"['Gustavo', 'Lorca', 'Rojas']",19104,5.34,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Lorca_Rojas
6,Unidad Popular,PC,"['Luis', 'Guastavino', 'Córdova']",23935,6.69,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Alberto_Guastavino_Córdova
6,Unidad Popular,PC,"['Carlos', 'Andrade', 'Vera']",25663,7.17,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Andrade_Vera
6,Unidad Popular,PS,"['Armando', 'Barrientos', 'Miranda']",11579,3.23,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Armando_Barrientos_Miranda
6,Unidad Popular,PC,"['Manuel', 'Cantero', 'Prado']",27833,7.78,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Segundo_Cantero_Prado
6,Unidad Popular,PS,"['Andrés', 'Sepúlveda', 'Carmona']",11549,3.22,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Segundo_Sepúlveda_Carmona
8,Confederación de la Democracia,PN,"['Alfonso', 'Suárez', 'Obiol']",16018,11.45,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Suárez_Obiol
8,Confederación de la Democracia,PDC,"['Juana', 'Dip', 'Muhana']",15928,11.39,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juana_Dip_Muhana
8,Confederación de la Democracia,PDC,"['Andrés', 'Aylwin', 'Azócar']",29965,21.43,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Aylwin_Azócar
8,Unidad Popular,PC,"['Mireya', 'Baltra', 'Moreno']",28195,20.16,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mireya_Baltra_Moreno
8,Unidad Popular,PS,"['José', 'Matías', 'Núñez', 'Malhue']",19515,13.96,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Matías_Núñez_Malhue
9,Confederación de la Democracia,PN,"['Patricio', 'Mekis', 'Spikin']",17434,13.95,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Bryan_Mekis_Spikin
9,Confederación de la Democracia,PDC,"['José', 'Monares', 'Gómez']",13025,10.42,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Ricardo_Monares_Gómez
9,Confederación de la Democracia,PDC,"['Ricardo', 'Tudela', 'Barraza']",15515,12.42,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Fernando_Tudela_Barraza
9,Unidad Popular,PR,"['Esteban', 'Leyton', 'Soto']",8215,6.57,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Esteban_Leyton_Soto
9,Unidad Popular,PS,"['Héctor', 'Olivares', 'Solís']",28717,22.99,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Héctor_Luis_Olivares_Solís
9,Unidad Popular,PC,"['Wladimir', 'Chávez', 'Rodríguez']",20691,16.56,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Wladimir_Lenin_Chávez_Rodríguez
10,Confederación de la Democracia,PN,"['Maximiano', 'Errázuriz']",11891,18.8,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maximiano_Errázuriz_Eguiguren
10,Confederación de la Democracia,PDC,"['Raúl', 'Herrera', 'Herrera']",9610,15.2,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Raúl_Herrera_Herrera
10,Unidad Popular,PS,"['Joel', 'Marambio', 'Páez']",13264,20.97,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Joel_Segundo_Marambio_Páez
10,Unidad Popular,PC,"['Silvia', 'Costa', 'Espinoza']",5735,9.07,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Silvia_Costa_Espinoza
11,Confederación de la Democracia,PDC,"['Carlos', 'Garcés', 'Fernández']",14114,30.53,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Arturo_Garcés_Fernández
11,Confederación de la Democracia,PN,"['Rodolfo', 'Ramírez', 'Valenzuela']",7419,16.05,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodolfo_Antonio_Ramírez_Valenzuela
11,Unidad Popular,PC,"['Oscar', 'Moya', 'Muñoz']",10291,22.26,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Oscar_Moya_Muñoz
12,Confederación de la Democracia,PN,"['Silvio', 'Rodríguez', 'Villalobos']",11076,13.01,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Silvio_Rodríguez_Villalobos
12,Confederación de la Democracia,PDC,"['Gustavo', 'Ramírez', 'Vergara']",10788,12.67,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Ramírez_Vergara
12,Confederación de la Democracia,PN,"['Manuel', 'Gamboa', 'Valenzuela']",8724,10.25,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Jesús_Gamboa_Valenzuela
12,Unidad Popular,PC,"['Julio', 'Campos', 'Ávila']",16724,19.65,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Campos_Ávila
12,Unidad Popular,PS,"['Guillermo', 'Muñoz', 'Zúñiga']",16904,19.86,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guillermo_Muñoz_Zúñiga
13,Confederación de la Democracia,PDC,"['Juan', 'Valdés', 'Rodríguez']",8680,24.29,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Valdés_Rodríguez
13,Confederación de la Democracia,PN,"['Osvaldo', 'Vega', 'Vera']",10054,28.14,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Vega_Vera
13,Unidad Popular,API,"['Luis', 'Escobar', 'Astaburuaga']",6776,18.97,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Osvaldo_Escobar_Astaburuaga
14,Confederación de la Democracia,PDC,"['Guido', 'Castilla', 'Hernández']",11459,15.78,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guido_Castilla_Hernández
14,Confederación de la Democracia,PN,"['Fernando', 'Romero', 'Vásquez']",18341,25.26,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Romero_Vásquez
14,Unidad Popular,PS,"['Carlos', 'Villalobos', 'Sepúlveda']",16848,23.2,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Villalobos_Sepúlveda
14,Unidad Popular,MAPU,"['Alejandro', 'Bell', 'Jarass']",8381,11.54,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Bell_Jara
15,Confederación de la Democracia,PDC,"['César', 'Raúl', 'Fuentes', 'Venegas']",13054,36.27,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/César_Raúl_Fuentes_Venegas
15,Confederación de la Democracia,PN,"['Germán', 'Riesco', 'Zañartu']",6582,18.29,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Germán_Miguel_Juan_Riesco_Zañartu
15,Unidad Popular,PS,"['Jaime', 'Reyes', 'Aroca']",7798,21.67,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Jaime_Reyes_Aroca
16,Confederación de la Democracia,PN,"['Hugo', 'Álamos', 'Vásquez']",15214,18.32,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Álamos_Vásquez
16,Confederación de la Democracia,PDC,"['Luis', 'Martin', 'Mardones']",16957,20.42,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Luis_Martin_Mardones
16,Confederación de la Democracia,PDC,"['Lautaro', 'Vergara', 'Osorio']",8420,10.14,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Lautaro_Vergara_Osorio
16,Unidad Popular,PC,"['Eduardo', 'Contreras', 'Mella']",11442,13.78,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Francisco_Contreras_Mella
16,Unidad Popular,PS,"['Rogelio', 'de la Fuente', 'Gaete']",18514,22.3,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Rogelio_De_la_Fuente_Gaete
17,Confederación de la Democracia,PDC,"['Mariano', 'Ruiz-Esquide', 'Jara']",17159,6.65,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Mariano_Ruiz-Esquide_Jara
17,Confederación de la Democracia,PDC,"['Arturo', 'Frei', 'Bolívar']",34753,13.46,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Erwin_Arturo_Frei_Bolívar
17,Confederación de la Democracia,PDC,"['Hosain', 'Sabag', 'Castillo']",12973,5.02,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hosain_Sabag_Castillo
17,Confederación de la Democracia,PN,"['Eduardo', 'King', 'Caldichoury']",18676,7.23,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_King_Caldichoury
17,Unidad Popular,PC,"['Iván', 'Quintana', 'Miranda']",21196,8.21,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Eliseo_Quintana_Miranda
17,Unidad Popular,MAPU,"['Óscar', 'Guillermo', 'Garretón', 'Purcell']",17632,6.83,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Oscar_Guillermo_Garretón_Purcell
17,Unidad Popular,PC,"['Fernando', 'Santiago', 'Agurto', 'Ramírez']",18287,7.08,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Santiago_Agurto_Ramírez
17,Unidad Popular,PS,"['Óscar', 'González', 'Robles']",20432,7.91,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Oscar_Rodulfo_González_Robles
17,Unidad Popular,PS,"['Manuel', 'Rodríguez', 'Rodríguez']",17200,6.66,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Rodríguez_Rodríguez
18,Confederación de la Democracia,PDC,"['Claudio', 'Huepe', 'García']",8245,22.37,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Humberto_Huepe_García
18,Unidad Popular,PC,"['Manuel', 'Gallardo', 'Paz']",18372,49.85,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Jesús_Gallardo_Paz
19,Confederación de la Democracia,PDC,"['Anselmo', 'del Rosario', 'Quezada']",12246,17.48,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Anselmo_del_Rosario_Quezada_Quezada
19,Confederación de la Democracia,PN,"['Mario', 'Ríos', 'Santander']",15237,21.75,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Enrique_Ríos_Santander
19,Unidad Popular,PS,"['Arturo', 'Pérez', 'Palavecino']",9156,13.07,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Arturo_Pérez_Palavecino
19,Unidad Popular,PC,"['Luis', 'Enrique', 'Tejeda', 'Oliva']",17078,24.38,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Enrique_Tejeda_Oliva
20,Confederación de la Democracia,PN,"['Francisco', 'Bayo', 'Veloso']",5629,8.61,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Leandro_Bayo_Veloso
20,Confederación de la Democracia,PIR,"['Roberto', 'Muñoz', 'Barra']",7352,11.25,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Muñoz_Barra
20,Confederación de la Democracia,PDC,"['Manuel', 'Galilea', 'Widmer']",6675,10.22,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Galilea_Widmer
20,Confederación de la Democracia,PDC,"['Carlos', 'Sívori', 'Alzérreca']",7908,12.1,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Sívori_Alzérreca
20,Unidad Popular,PS,"['Daniel', 'Salinas', 'Muñoz']",8302,12.7,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Salinas_Muñoz
20,Unidad Popular,PR,"['Camilo', 'Salvo', 'Inostroza']",8288,12.68,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camilo_Armando_Salvo_Inostroza
21,Confederación de la Democracia,PN,"['Hardy', 'Momberg', 'Roa']",15174,11.05,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hardy_René_Oscar_Momberg_Roa
21,Confederación de la Democracia,DR,"['Germán', 'Becker', 'Bäechler']",6661,4.85,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Germán_Becker_Bäechler
21,Confederación de la Democracia,PDC,"['Víctor', 'González', 'Maertens']",6090,4.43,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Emerson_González_Maertens
21,Confederación de la Democracia,PDC,"['Sergio', 'Merino', 'Jarpa']",13523,9.84,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Ariel_Merino_Jarpa
21,Confederación de la Democracia,PDC,"['Pedro', 'Alvarado', 'Páez']",7591,5.53,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Héctor_Alvarado_Paéz
21,Confederación de la Democracia,PDC,"['Enrique', 'Krauss', 'Rusque']",15033,10.94,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Krauss_Rusque
21,Confederación de la Democracia,PN,"['Víctor', 'Carmine', 'Zúñiga']",14158,10.31,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Hernán_Carmine_Zúñiga
21,Unidad Popular,PS,"['José', 'Amar', 'Amar']",13672,9.95,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Amar_Amar
21,Unidad Popular,PR,"['Gastón', 'Lobos', 'Barrientos']",5200,3.78,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Gastón_Lobos_Barrientos
21,Unidad Popular,PC,"['Rosendo', 'Huenumán', 'García']",15576,11.34,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rosendo_Huenumán_García
22,Confederación de la Democracia,PDC,"['Eduardo', 'Koenig', 'Carrillo']",13389,13.46,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Octavio_Koenig_Carrillo
22,Confederación de la Democracia,PN,"['Enrique', 'Larre', 'Asenjo']",13074,13.14,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Larre_Asenjo
22,Confederación de la Democracia,PN,"['Agustín', 'Acuña', 'Méndez']",13754,13.83,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Agustín_Acuña_Méndez
22,Unidad Popular,PS,"['Carlos', 'Lorca', 'Tobar']",13832,13.9,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Lorca_Tobar
22,Unidad Popular,PS,"['Hernán', 'Olave', 'Verdugo']",16775,16.86,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hernán_Modesto_Olave_Verdugo
23,Confederación de la Democracia,PN,"['Fernando', 'Schott', 'Scheuch']",14934,25.92,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Otto_Schott_Scheuch
23,Confederación de la Democracia,PDC,"['Julio', 'Montt', 'Momberg']",13088,22.72,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Felipe_Montt_Momberg
23,Unidad Popular,PC,"['Rubén', 'Zapata', 'Bravo']",12441,21.6,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rubén_Zapata_Bravo
24,Confederación de la Democracia,PDC,"['Sergio', 'Páez', 'Verdugo']",16591,28.74,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Páez_Verdugo
24,Confederación de la Democracia,PN,"['Mario', 'Marchant', 'Binder']",16091,27.87,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Marchant_Binder
24,Unidad Popular,PS,"['Antonio', 'Ruiz', 'Paredes']",12322,21.34,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Antonio_Segundo_Ruiz_Paredes
25,Confederación de la Democracia,PDC,"['José', 'Félix', 'Garay', 'Figueroa']",7977,24.54,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Félix_Garay_Figueroa
25,Confederación de la Democracia,PN,"['René', 'Tapia', 'Salgado']",7731,23.79,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Tapia_Salgado
25,Unidad Popular,PS,"['Manuel', 'Vera', 'Cárcamo']",7223,22.22,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Vera_Cárcamo
26,Confederación de la Democracia,PDC,"['Baldemar', 'Carrasco', 'Muñoz']",6322,35.57,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Baldemar_Carrasco_Muñoz
26,Unidad Popular,PS,"['Sergio', 'Anfossi', 'Muñoz']",3963,22.3,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Anfossi_Muñoz
27,Confederación de la Democracia,PDC,"['Tolentino', 'Pérez', 'Soto']",13966,36.02,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Tolentino_Pérez_Soto
27,Unidad Popular,PS,"['Carlos', 'González', 'Jaksic']",14721,37.97,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_González_Jaksic
71,Confederación de la Democracia,PDC,"['Claudio', 'Orrego', 'Vicuña']",18870,4.87,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Orrego_Vicuña
71,Confederación de la Democracia,DR,"['Rafael', 'Otero', 'Echeverría']",18382,4.75,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rafael_Otero_Echeverría
71,Confederación de la Democracia,PN,"['Silvia', 'Pinto', 'Torres']",19116,4.94,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Silvia_Emiliana_Pinto_Torres
71,Confederación de la Democracia,PN,"['Mario', 'Arnello', 'Romo']",7687,1.98,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Arnello_Romo
71,Confederación de la Democracia,PN,"['Juan', 'Luis', 'Ossa', 'Bulnes']",9534,2.46,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Luis_Ossa_Bulnes
71,Confederación de la Democracia,PN,"['Gustavo', 'Monckeberg', 'Barros']",10555,2.73,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gustavo_Monckeberg_Barros
71,Confederación de la Democracia,PN,"['Hermógenes', 'Pérez de Arce', 'Ibieta']",33449,8.64,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hermógenes_Pérez_de_Arce_Ibieta
71,Confederación de la Democracia,PDC,"['Luis', 'Ricardo', 'Hormazábal', 'Sánchez']",9734,2.51,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Ricardo_Hormazábal_Sánchez
71,Confederación de la Democracia,PDC,"['Luis', 'Pareto', 'González']",19592,5.06,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Pareto_González
71,Confederación de la Democracia,PDC,"['Bernardo', 'Leighton', 'Guzmán']",35158,9.08,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bernardo_Leighton_Guzmán
71,Confederación de la Democracia,PDC,"['Wilna', 'Saavedra', 'Cortés']",19362,5.0,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Wilna_Yolanda_Saavedra_Cortés
71,Confederación de la Democracia,PDC,"['Fernando', 'Sanhueza', 'Herbage']",11188,2.89,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Humberto_Andrés_Sanhueza_Herbage
71,Unidad Popular,PS,"['Fidelma', 'Allende', 'Miranda']",13744,3.55,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fidelma_Allende_Miranda
71,Unidad Popular,PC,"['Alejandro', 'Rojas', 'Wainer']",14526,3.75,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Víctor_Manuel_Rojas_Wainer
71,Unidad Popular,PS,"['Víctor', 'Barberis', 'Yori']",10803,2.79,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Barberis_Yori
71,Unidad Popular,IC,"['Luis', 'Maira', 'Aguirre']",14092,3.64,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Osvaldo_Maira_Aguirre
71,Unidad Popular,PS,"['Carmen', 'Lazo', 'Carrera']",28179,7.28,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carmen_Lazo_Carrera
71,Unidad Popular,PC,"['Gladys', 'Marín', 'Millie']",28144,7.27,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gladys_del_Carmen_Marín_Millie
72,Confederación de la Democracia,PN,"['Luciano', 'Vásquez', 'Muruaga']",52639,16.54,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luciano_Vásquez_Muruaga
72,Confederación de la Democracia,PDC,"['Sergio', 'Saavedra', 'Viollier']",51298,16.12,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Saavedra_Viollier
