Distrito,Lista/Pacto,Partido,Candidatos,Votos,Porcentaje,Electos,url
55,Concertación y Juntos Podemos por más Democracia,PRSD,"['Claudio', 'Antonio', 'Sule', 'Fernández']",9883,12.74,,
55,Coalición por el Cambio,UDI,"['Javier', 'Hernández', 'Hernández']",22108,28.49,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ricardo_Hernández_Hernández
55,Coalición por el Cambio,RN,"['Harry', 'Jurgensen', 'Rundshagen']",15888,20.48,,
55,Chile Limpio. Vote Feliz,PRI,"['Jaime', 'Marcelo', 'Moraga', 'Carrasco']",591,0.76,,
55,Chile Limpio. Vote Feliz,PRI,"['Jorge', 'René', 'Tejeda', 'Roa']",5502,7.09,,
55,Válidamente emitidos,,[],77595,100,,
56,Concertación y Juntos Podemos por más Democracia,PS,"['Fidel', 'Espinoza', 'Sandoval']",39245,51.3,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fidel_Edgardo_Espinoza_Sandoval
56,Concertación y Juntos Podemos por más Democracia,IND,"['Jorge', 'Cid', 'Manríquez']",5046,6.6,,
56,Coalición por el Cambio,RN,"['Marcelo', 'Ruiz', 'Alvarez']",10852,14.19,,
56,Coalición por el Cambio,UDI,"['Carlos', 'Recondo', 'Lavanderos']",18792,24.57,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Recondo_Lavanderos
56,Chile Limpio. Vote Feliz,PRI,"['Mauricio', 'Alejandro', 'Henríquez', 'Barría']",930,1.22,,
56,Chile Limpio. Vote Feliz,IND,"['Baltazar', 'Rivera', 'Altamirano']",1629,2.13,,
56,Válidamente emitidos,,[],76494,100,,
57,Concertación y Juntos Podemos por más Democracia,PC,"['José', 'Ortiz', 'Arcos']",3523,4.03,,
57,Concertación y Juntos Podemos por más Democracia,PDC,"['Patricio', 'Vallespín', 'López']",33782,38.6,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Vallespín_López
57,Coalición por el Cambio,RN,"['José', 'Segura', 'Díaz']",13773,15.74,,
57,Coalición por el Cambio,UDI,"['Marisol', 'Turres', 'Figueroa']",28552,32.62,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marisol_Turres_Figueroa
57,Chile Limpio. Vote Feliz,IND,"['Jorge', 'Cumming', 'Ibar']",1238,1.41,,
57,Chile Limpio. Vote Feliz,PRI,"['Luis', 'Felipe', 'Zúñiga', 'Obando']",1102,1.26,,
57,Candidatura Independiente,IND,"['Eric', 'Vargas', 'Quinchaman']",5556,6.35,,
57,Válidamente emitidos,,[],87526,100,,
58,Concertación y Juntos Podemos por más Democracia,PS,"['Jenny', 'Alvarez', 'Vera']",16638,22.02,,
58,Concertación y Juntos Podemos por más Democracia,PDC,"['Gabriel', 'Ascencio', 'Mansilla']",17457,23.1,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Ascencio_Mansilla
58,Coalición por el Cambio,UDI,"['Claudio', 'Alvarado', 'Andrade']",14371,19.02,,
58,Coalición por el Cambio,RN,"['Alejandro', 'Santana', 'Tirachini']",27098,35.86,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Santana_Tirachini
58,Válidamente emitidos,,[],75564,100,,
59,Concertación y Juntos Podemos por más Democracia,PS,"['Viviana', 'Betancourt', 'Gallegos']",8355,20.4,,
59,Concertación y Juntos Podemos por más Democracia,PPD,"['René', 'Alinco', 'Bustos']",9381,22.9,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Alinco_Bustos
59,Coalición por el Cambio,UDI,"['David', 'Sandoval', 'Plaza']",12902,31.5,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/David_Sandoval_Plaza
59,Coalición por el Cambio,RN,"['Pablo', 'Galilea', 'Carrillo']",10323,25.2,,
59,Válidamente emitidos,,[],40961,100,,
60,Concertación y Juntos Podemos por más Democracia,PS,"['Ana', 'María', 'Díaz', 'Pérez']",4877,7.37,,
60,Concertación y Juntos Podemos por más Democracia,PDC,"['Carolina', 'Goic', 'Boroevic']",22498,34,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carolina_Goic_Boroevic
60,Coalición por el Cambio,UDI,"['Arturo', 'Storaker', 'Molina']",4520,6.83,,
60,Coalición por el Cambio,RN,"['Claudio', 'Radonich', 'Jiménez']",9315,14.08,,
60,Nueva Mayoría para Chile,IND,"['Luis', 'Burgos', 'Sanhueza']",3570,5.4,,
60,Nueva Mayoría para Chile,IND,"['Jaime', 'Jelincic', 'Aguilar']",2230,3.37,,
60,Chile Limpio. Vote Feliz,PRI,"['Alex', 'Andrade', 'Veli']",451,0.68,,
60,Chile Limpio. Vote Feliz,PRI,"['Ana', 'Quilahuilque', 'Chávez']",624,0.94,,
60,Candidatura Independiente,IND,"['Sergio', 'Nelson', 'Tapia', 'Ogeda']",566,0.86,,
60,Candidatura Independiente,IND,"['Miodrag', 'Marinovic', 'Solo de Zaldívar']",17512,26.47,*,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miodrag_Arturo_Marinovic_Solo_de_Zaldívar
60,Válidamente emitidos,,[],66163,100,,
