Distrito,Lista/Pacto,Candidaturas,Votos,Porcentaje,Electos
D34,Unión por el Progreso de Chile,2,39105,42.59,1
D34,La Nueva Izquierda,0,0,0.0,0
D34,Concertación de Partidos por la Democracia,2,47550,51.79,1
D34,Candidatura Independiente,1,1410,1.54,0
D34,Válidamente emitidos,0,91818,100.0,0
D35,Alternativa Democrática de Izquierda,1,2300,3.18,0
D35,Unión por el Progreso de Chile,2,25092,34.66,1
D35,La Nueva Izquierda,0,0,0.0,0
D35,Concertación de Partidos por la Democracia,2,44998,62.16,1
D35,Válidamente emitidos,0,72390,100.0,0
D36,Alternativa Democrática de Izquierda,2,8400,7.26,0
D36,Unión por el Progreso de Chile,2,45016,38.93,1
D36,La Nueva Izquierda,0,0,0.0,0
D36,Concertación de Partidos por la Democracia,2,62224,53.81,1
D36,Válidamente emitidos,0,115640,100.0,0
D37,Alternativa Democrática de Izquierda,2,3519,4.1,0
D37,Unión por el Progreso de Chile,2,27150,31.64,0
D37,La Nueva Izquierda,0,0,0.0,0
D37,Concertación de Partidos por la Democracia,2,55133,64.26,2
D37,Válidamente emitidos,0,85802,100.0,0
D38,Alternativa Democrática de Izquierda,1,3782,5.33,0
D38,Unión por el Progreso de Chile,2,24839,35.02,1
D38,La Nueva Izquierda,1,1332,1.88,0
D38,Concertación de Partidos por la Democracia,2,40971,57.77,1
D38,Válidamente emitidos,0,70924,100.0,0
D39,Alternativa Democrática de Izquierda,1,2620,3.12,0
D39,Unión por el Progreso de Chile,2,27201,32.37,1
D39,La Nueva Izquierda,0,0,0.0,0
D39,Concertación de Partidos por la Democracia,2,54222,64.52,1
D39,Válidamente emitidos,0,84043,100.0,0
D40,Alternativa Democrática de Izquierda,1,2097,2.79,0
D40,Unión por el Progreso de Chile,2,36412,48.49,1
D40,La Nueva Izquierda,1,3458,4.61,0
D40,Concertación de Partidos por la Democracia,2,33121,44.11,1
D40,Válidamente emitidos,0,75088,100.0,0
D41,Alternativa Democrática de Izquierda,0,0,0.0,0
D41,Unión por el Progreso de Chile,2,49536,39.99,1
D41,La Nueva Izquierda,0,0,0.0,0
D41,Concertación de Partidos por la Democracia,2,71220,57.5,1
D41,Candidatura Independiente,1,3105,2.51,0
D41,Válidamente emitidos,0,123861,100.0,0
D42,Alternativa Democrática de Izquierda,0,0,0.0,0
D42,Unión por el Progreso de Chile,2,28110,24.91,0
D42,La Nueva Izquierda,0,0,0.0,0
D42,Concertación de Partidos por la Democracia,2,84755,75.09,2
D42,Válidamente emitidos,0,112865,100.0,0
D43,Alternativa Democrática de Izquierda,2,20715,17.26,0
D43,Unión por el Progreso de Chile,2,38676,32.22,1
D43,La Nueva Izquierda,1,974,0.81,0
D43,Concertación de Partidos por la Democracia,2,59659,49.71,1
D43,Válidamente emitidos,0,120024,100.0,0
D44,Alternativa Democrática de Izquierda,1,8357,5.0,0
D44,Unión por el Progreso de Chile,2,48636,29.11,0
D44,La Nueva Izquierda,1,2622,1.57,0
D44,Concertación de Partidos por la Democracia,2,107451,64.32,2
D44,Válidamente emitidos,0,167066,100.0,0
D45,Alternativa Democrática de Izquierda,1,8672,7.95,0
D45,Unión por el Progreso de Chile,2,26732,24.5,0
D45,La Nueva Izquierda,1,1703,1.56,0
D45,Concertación de Partidos por la Democracia,2,72008,65.99,2
D45,Válidamente emitidos,0,109115,100.0,0
D46,Alternativa Democrática de Izquierda,2,10529,11.17,0
D46,Unión por el Progreso de Chile,2,25322,26.87,0
D46,La Nueva Izquierda,0,0,0.0,0
D46,Concertación de Partidos por la Democracia,2,56443,59.89,2
D46,Candidatura Independiente,1,1944,2.06,0
D46,Válidamente emitidos,0,94238,100.0,0
D47,Alternativa Democrática de Izquierda,1,4730,3.34,0
D47,Unión por el Progreso de Chile,2,54046,38.18,1
D47,La Nueva Izquierda,0,0,0.0,0
D47,Concertación de Partidos por la Democracia,2,82785,58.48,1
D47,Válidamente emitidos,0,141561,100.0,0
D48,Alternativa Democrática de Izquierda,2,6098,8.54,0
D48,Unión por el Progreso de Chile,2,28251,39.55,1
D48,La Nueva Izquierda,0,0,0.0,0
D48,Concertación de Partidos por la Democracia,2,37084,51.91,1
D48,Válidamente emitidos,0,71433,100.0,0
D49,Alternativa Democrática de Izquierda,1,2405,3.66,0
D49,Unión por el Progreso de Chile,2,25100,38.24,1
D49,La Nueva Izquierda,1,1480,2.25,0
D49,Concertación de Partidos por la Democracia,2,36648,55.84,1
D49,Válidamente emitidos,0,65633,100.0,0
D50,Alternativa Democrática de Izquierda,1,2559,2.17,0
D50,Unión por el Progreso de Chile,2,46588,39.47,1
D50,La Nueva Izquierda,2,2691,2.28,0
D50,Concertación de Partidos por la Democracia,2,66198,56.08,1
D50,Válidamente emitidos,0,118036,100.0,0
D51,Alternativa Democrática de Izquierda,1,1500,2.28,0
D51,Unión por el Progreso de Chile,2,31222,47.36,1
D51,La Nueva Izquierda,1,1235,1.87,0
D51,Concertación de Partidos por la Democracia,2,31971,48.49,1
D51,Válidamente emitidos,0,65928,100.0,0
D52,Alternativa Democrática de Izquierda,1,1601,2.53,0
D52,Unión por el Progreso de Chile,2,31912,50.53,1
D52,La Nueva Izquierda,1,747,1.18,0
D52,Concertación de Partidos por la Democracia,2,28896,45.75,1
D52,Válidamente emitidos,0,63156,100.0,0
D53,Alternativa Democrática de Izquierda,1,3325,3.97,0
D53,Unión por el Progreso de Chile,2,33183,39.66,1
D53,La Nueva Izquierda,1,1556,1.86,0
D53,Concertación de Partidos por la Democracia,2,45597,54.5,1
D53,Válidamente emitidos,0,83661,100.0,0
D54,Alternativa Democrática de Izquierda,1,2916,3.58,0
D54,Unión por el Progreso de Chile,2,30763,37.8,1
D54,La Nueva Izquierda,0,0,0.0,0
D54,Concertación de Partidos por la Democracia,2,47700,58.61,1
D54,Válidamente emitidos,0,81379,100.0,0
D55,Alternativa Democrática de Izquierda,1,3920,4.96,0
D55,Unión por el Progreso de Chile,2,26854,33.95,1
D55,La Nueva Izquierda,0,0,0.0,0
D55,Concertación de Partidos por la Democracia,2,48333,61.1,1
D55,Válidamente emitidos,0,79107,100.0,0
D56,Alternativa Democrática de Izquierda,0,0,0.0,0
D56,Unión por el Progreso de Chile,2,34232,48.74,1
D56,La Nueva Izquierda,0,0,0.0,0
D56,Concertación de Partidos por la Democracia,2,36005,51.26,1
D56,Válidamente emitidos,0,70237,100.0,0
D57,Alternativa Democrática de Izquierda,1,2897,3.59,0
D57,Unión por el Progreso de Chile,2,34952,43.31,1
D57,La Nueva Izquierda,0,0,0.0,0
D57,Concertación de Partidos por la Democracia,2,42860,53.1,1
D57,Válidamente emitidos,0,80709,100.0,0
D58,Alternativa Democrática de Izquierda,2,4960,7.28,0
D58,Unión por el Progreso de Chile,2,30183,44.32,1
D58,La Nueva Izquierda,0,0,0.0,0
D58,Concertación de Partidos por la Democracia,2,32957,48.4,1
D58,Válidamente emitidos,0,68100,100.0,0
D59,Alternativa Democrática de Izquierda,2,9125,24.04,0
D59,Unión por el Progreso de Chile,2,13063,34.42,1
D59,La Nueva Izquierda,0,0,0.0,0
D59,Concertación de Partidos por la Democracia,2,15768,41.54,1
D59,Válidamente emitidos,0,37956,100.0,0
D60,Alternativa Democrática de Izquierda,2,2880,3.99,0
D60,Unión por el Progreso de Chile,2,25752,35.67,1
D60,La Nueva Izquierda,1,1059,1.47,0
D60,Concertación de Partidos por la Democracia,2,42505,58.87,1
D60,Válidamente emitidos,0,72196,100.0,0
