Circunscripción,Lista/Pacto,Partido,Candidaturas,Votos,Porcentaje,Electos
Valparaíso Costa,Concertación de Partidos por la Democracia,PPD,1,114335,28.95,1
Valparaíso Costa,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Valparaíso Costa,Democracia y Progreso,UDI,0,0,0.0,0
Valparaíso Costa,Democracia y Progreso,RN,1,68111,17.25,0
Valparaíso Costa,Alianza de Centro,DR,0,0,0.0,0
Valparaíso Costa,Alianza de Centro,AN,0,0,0.0,0
Valparaíso Costa,Liberal-Socialista Chileno,PS,0,0,0.0,0
Valparaíso Costa,Liberal-Socialista Chileno,PL,0,0,0.0,0
Valparaíso Costa,Unidad para la Democracia,PAIS,0,0,0.0,0
Valparaíso Costa,Válidamente emitidos,,0,394934,100.0,0
Santiago Poniente,Concertación de Partidos por la Democracia,PDC,1,408227,31.27,1
Santiago Poniente,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Santiago Poniente,Concertación de Partidos por la Democracia,PPD,1,399721,30.62,0
Santiago Poniente,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Santiago Poniente,Democracia y Progreso,RN,1,199856,15.31,0
Santiago Poniente,Democracia y Progreso,UDI,1,224396,17.19,1
Santiago Poniente,Alianza de Centro,DR,0,0,0.0,0
Santiago Poniente,Alianza de Centro,AN,0,0,0.0,0
Santiago Poniente,Liberal-Socialista Chileno,PS,0,0,0.0,0
Santiago Poniente,Liberal-Socialista Chileno,PL,0,0,0.0,0
Santiago Poniente,Unidad para la Democracia,PAIS,0,0,0.0,0
Santiago Poniente,Válidamente emitidos,,0,1305469,100.0,0
Santiago Oriente,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Santiago Oriente,Concertación de Partidos por la Democracia,PPD,0,0,0.0,0
Santiago Oriente,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Santiago Oriente,Concertación de Partidos por la Democracia,PDC,1,608559,42.6,1
Santiago Oriente,Democracia y Progreso,UDI,0,0,0.0,0
Santiago Oriente,Democracia y Progreso,RN,0,0,0.0,0
Santiago Oriente,Alianza de Centro,DR,0,0,0.0,0
Santiago Oriente,Alianza de Centro,AN,0,0,0.0,0
Santiago Oriente,Liberal-Socialista Chileno,PS,0,0,0.0,0
Santiago Oriente,Liberal-Socialista Chileno,PL,0,0,0.0,0
Santiago Oriente,Unidad para la Democracia,PAIS,0,0,0.0,0
Santiago Oriente,Válidamente emitidos,,0,1428612,100.0,0
O'Higgins,Concertación de Partidos por la Democracia,PPD,0,0,0.0,0
O'Higgins,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
O'Higgins,Concertación de Partidos por la Democracia,PDC,1,106182,29.68,1
O'Higgins,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
O'Higgins,Democracia y Progreso,UDI,0,0,0.0,0
O'Higgins,Democracia y Progreso,RN,1,62768,17.54,0
O'Higgins,Alianza de Centro,AN,0,0,0.0,0
O'Higgins,Alianza de Centro,DR,1,15200,4.25,0
O'Higgins,Liberal-Socialista Chileno,PL,1,7216,2.02,0
O'Higgins,Liberal-Socialista Chileno,PS,0,0,0.0,0
O'Higgins,Unidad para la Democracia,PAIS,0,0,0.0,0
O'Higgins,Válidamente emitidos,,0,357810,100.0,0
Maule Norte,Concertación de Partidos por la Democracia,PDC,1,114334,42.37,1
Maule Norte,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Maule Norte,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Maule Norte,Concertación de Partidos por la Democracia,PPD,1,56826,21.06,1
Maule Norte,Democracia y Progreso,UDI,0,0,0.0,0
Maule Norte,Democracia y Progreso,RN,1,66352,24.59,0
Maule Norte,Alianza de Centro,AN,0,0,0.0,0
Maule Norte,Alianza de Centro,DR,0,0,0.0,0
Maule Norte,Liberal-Socialista Chileno,PL,0,0,0.0,0
Maule Norte,Liberal-Socialista Chileno,PS,1,4254,1.58,0
Maule Norte,Unidad para la Democracia,PAIS,0,0,0.0,0
Maule Norte,Válidamente emitidos,,0,269849,100.0,0
Maule Sur,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Maule Sur,Concertación de Partidos por la Democracia,PPD,0,0,0.0,0
Maule Sur,Concertación de Partidos por la Democracia,PH,1,35534,22.39,0
Maule Sur,Concertación de Partidos por la Democracia,PDC,0,0,0.0,0
Maule Sur,Democracia y Progreso,RN,2,64665,40.74,1
Maule Sur,Democracia y Progreso,UDI,0,0,0.0,0
Maule Sur,Alianza de Centro,AN,0,0,0.0,0
Maule Sur,Alianza de Centro,DR,0,0,0.0,0
Maule Sur,Liberal-Socialista Chileno,PS,0,0,0.0,0
Maule Sur,Liberal-Socialista Chileno,PL,0,0,0.0,0
Maule Sur,Unidad para la Democracia,PAIS,0,0,0.0,0
Maule Sur,Válidamente emitidos,,0,158728,100.0,0
Bío-Bío Costa,Concertación de Partidos por la Democracia,PDC,1,195766,38.12,1
Bío-Bío Costa,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Bío-Bío Costa,Concertación de Partidos por la Democracia,PPD,0,0,0.0,0
Bío-Bío Costa,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Bío-Bío Costa,Democracia y Progreso,RN,1,74245,14.46,0
Bío-Bío Costa,Democracia y Progreso,UDI,1,83663,16.29,1
Bío-Bío Costa,Alianza de Centro,AN,0,0,0.0,0
Bío-Bío Costa,Alianza de Centro,DR,0,0,0.0,0
Bío-Bío Costa,Liberal-Socialista Chileno,PL,0,0,0.0,0
Bío-Bío Costa,Liberal-Socialista Chileno,PS,0,0,0.0,0
Bío-Bío Costa,Unidad para la Democracia,PAIS,1,124884,24.32,0
Bío-Bío Costa,Válidamente emitidos,,0,513522,100.0,0
Bío-Bío Cordillera,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Bío-Bío Cordillera,Concertación de Partidos por la Democracia,PPD,1,101587,28.37,0
Bío-Bío Cordillera,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Bío-Bío Cordillera,Concertación de Partidos por la Democracia,PDC,1,111432,31.12,1
Bío-Bío Cordillera,Democracia y Progreso,RN,1,73858,20.62,1
Bío-Bío Cordillera,Democracia y Progreso,UDI,0,0,0.0,0
Bío-Bío Cordillera,Alianza de Centro,DR,0,0,0.0,0
Bío-Bío Cordillera,Alianza de Centro,AN,0,0,0.0,0
Bío-Bío Cordillera,Liberal-Socialista Chileno,PS,0,0,0.0,0
Bío-Bío Cordillera,Liberal-Socialista Chileno,PL,0,0,0.0,0
Bío-Bío Cordillera,Unidad para la Democracia,PAIS,0,0,0.0,0
Bío-Bío Cordillera,Válidamente emitidos,,0,358128,100.0,0
Araucanía Norte,Concertación de Partidos por la Democracia,PR,1,39486,28.83,1
Araucanía Norte,Concertación de Partidos por la Democracia,PPD,1,30350,22.16,0
Araucanía Norte,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Araucanía Norte,Concertación de Partidos por la Democracia,PDC,0,0,0.0,0
Araucanía Norte,Democracia y Progreso,RN,2,46182,33.72,1
Araucanía Norte,Democracia y Progreso,UDI,0,0,0.0,0
Araucanía Norte,Alianza de Centro,AN,0,0,0.0,0
Araucanía Norte,Alianza de Centro,DR,0,0,0.0,0
Araucanía Norte,Liberal-Socialista Chileno,PS,0,0,0.0,0
Araucanía Norte,Liberal-Socialista Chileno,PL,0,0,0.0,0
Araucanía Norte,Unidad para la Democracia,PAIS,0,0,0.0,0
Araucanía Norte,Válidamente emitidos,,0,136949,100.0,0
Araucanía Sur,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Araucanía Sur,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Araucanía Sur,Concertación de Partidos por la Democracia,PDC,1,107328,43.29,1
Araucanía Sur,Concertación de Partidos por la Democracia,PPD,1,15102,6.09,0
Araucanía Sur,Democracia y Progreso,UDI,0,0,0.0,0
Araucanía Sur,Democracia y Progreso,RN,0,0,0.0,0
Araucanía Sur,Alianza de Centro,AN,0,0,0.0,0
Araucanía Sur,Alianza de Centro,DR,0,0,0.0,0
Araucanía Sur,Liberal-Socialista Chileno,PL,0,0,0.0,0
Araucanía Sur,Liberal-Socialista Chileno,PS,0,0,0.0,0
Araucanía Sur,Unidad para la Democracia,PAIS,0,0,0.0,0
Araucanía Sur,Válidamente emitidos,,0,247955,100.0,0
Los Lagos Norte,Concertación de Partidos por la Democracia,PDC,1,102784,41.99,1
Los Lagos Norte,Concertación de Partidos por la Democracia,PPD,0,0,0.0,0
Los Lagos Norte,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Los Lagos Norte,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Los Lagos Norte,Democracia y Progreso,UDI,0,0,0.0,0
Los Lagos Norte,Democracia y Progreso,RN,0,0,0.0,0
Los Lagos Norte,Alianza de Centro,AN,0,0,0.0,0
Los Lagos Norte,Alianza de Centro,DR,0,0,0.0,0
Los Lagos Norte,Liberal-Socialista Chileno,PL,0,0,0.0,0
Los Lagos Norte,Liberal-Socialista Chileno,PS,0,0,0.0,0
Los Lagos Norte,Unidad para la Democracia,PAIS,0,0,0.0,0
Los Lagos Norte,Válidamente emitidos,,0,244761,100.0,0
Los Lagos Sur,Concertación de Partidos por la Democracia,PPD,1,55321,25.96,0
Los Lagos Sur,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Los Lagos Sur,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Los Lagos Sur,Concertación de Partidos por la Democracia,PDC,1,62468,29.31,1
Los Lagos Sur,Democracia y Progreso,RN,0,0,0.0,0
Los Lagos Sur,Democracia y Progreso,UDI,0,0,0.0,0
Los Lagos Sur,Alianza de Centro,DR,0,0,0.0,0
Los Lagos Sur,Alianza de Centro,AN,0,0,0.0,0
Los Lagos Sur,Liberal-Socialista Chileno,PL,0,0,0.0,0
Los Lagos Sur,Liberal-Socialista Chileno,PS,0,0,0.0,0
Los Lagos Sur,Unidad para la Democracia,PAIS,0,0,0.0,0
Los Lagos Sur,Válidamente emitidos,,0,213106,100.0,0
Aysén,Concertación de Partidos por la Democracia,PDC,0,0,0.0,0
Aysén,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Aysén,Concertación de Partidos por la Democracia,PR,1,9549,26.2,0
Aysén,Concertación de Partidos por la Democracia,PPD,1,10856,29.79,1
Aysén,Democracia y Progreso,RN,1,9324,25.59,1
Aysén,Democracia y Progreso,UDI,0,0,0.0,0
Aysén,Alianza de Centro,DR,0,0,0.0,0
Aysén,Alianza de Centro,AN,1,697,1.91,0
Aysén,Liberal-Socialista Chileno,PL,1,244,0.67,0
Aysén,Liberal-Socialista Chileno,PS,0,0,0.0,0
Aysén,Unidad para la Democracia,PAIS,0,0,0.0,0
Aysén,Válidamente emitidos,,0,36442,100.0,0
Magallanes,Concertación de Partidos por la Democracia,PDC,1,35220,44.61,1
Magallanes,Concertación de Partidos por la Democracia,PH,0,0,0.0,0
Magallanes,Concertación de Partidos por la Democracia,PR,0,0,0.0,0
Magallanes,Concertación de Partidos por la Democracia,PPD,0,0,0.0,0
Magallanes,Democracia y Progreso,RN,1,5332,6.75,0
Magallanes,Democracia y Progreso,UDI,0,0,0.0,0
Magallanes,Alianza de Centro,AN,0,0,0.0,0
Magallanes,Alianza de Centro,DR,0,0,0.0,0
Magallanes,Liberal-Socialista Chileno,PL,0,0,0.0,0
Magallanes,Liberal-Socialista Chileno,PS,0,0,0.0,0
Magallanes,Unidad para la Democracia,PAIS,0,0,0.0,0
Magallanes,Válidamente emitidos,,0,78943,100.0,0
